"SL","Title","Description Summary","Price","Base Price","Discount Price"," Quantity"," Size"," Condition"," Status"," Is Featured"," Cat ID"," SubCat ID"," ChildCat ID"," Barnd ID"," SKU"," Weight"," Lenght"," Height"," Width"," Is Physical"," Warehouse"," Template"," Backorder"," Discount Option"," SPH"," DIA"," CYL"," AXIS"," RAD"," COLOR"," ADD"," UPC"," VTO"," VTO Url"," Lens Option"," Gender Man"," Gender Woman"," B2B Option"," Ek Price"," Discount"," Photo"
"109","CT4635 PD RULER (MOQ: 3,000PCS)  ","","0.96","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124487","0","","0","0","0","1","0.48","0",""
"110","CT4637 OPHTHALMIC RULER (MOQ: 3,000PCS)  ","","0.96","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124488","0","","0","0","0","1","0.48","0",""
"111","CD006/ 007 ORDINARY CORDS","","1","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123649","0","","0","0","0","1","0.5","0",""
"112","CD014 ORDINARY CORDS","","1","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123651","0","","0","0","0","1","0.5","0",""
"113","CD017/ 018/ 019/ 020/ 021/ 022 ORDINARY CORDS","","1","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123793","0","","0","0","0","1","0.5","0",""
"114","CL008/ 009/ 011/ 012 LEATHER CORDS","","1","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123798","0","","0","0","0","1","0.5","0",""
"115","CM002 METAL CHAINS","","1","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123765","0","","0","0","0","1","0.5","0",""
"116","CM009 METAL CHAINS","","1","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123628","0","","0","0","0","1","0.5","0",""
"117","CM012 METAL CHAINS","","1","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123770","0","","0","0","0","1","0.5","0",""
"118","CM021 METAL CHAINS","","1","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123633","0","","0","0","0","1","0.5","0",""
"119","CM026/ 028 METAL CHAINS","","1","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123635","0","","0","0","0","1","0.5","0",""
"120","CS002/ 003/ 004 SPORTS CORDS","","1","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123799","0","","0","0","0","1","0.5","0",""
"121","CS008/ 009/ 010/ 011/ 012 SPORTS CORDS","","1","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123801","0","","0","0","0","1","0.5","0",""
"122","CS015 SPORTS CORDS","","1","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123664","0","","0","0","0","1","0.5","0",""
"123","CT4634 OPHTHALMIC RULER/CONTACT LENS BOARD (MOQ: 2,000PCS)  ","","1","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124045","0","","0","0","0","1","0.5","0",""
"124","CT7207A/B/C WECO UNIVERSAL BLOCK","","1","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124568","0","","0","0","0","1","0.5","0","pr-ct7207a695.jpg"
"125","CT31307-1/-2","SCREWDRIVER(MIN:500PCS)","1.02","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123985","0","","0","0","0","1","0.51","0","pr-ct31307-1765.jpg"
"126","CT31309-1/-2","SCREWDRIVER(MIN:500PCS)","1.02","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123986","0","","0","0","0","1","0.51","0",""
"127","LC015 LENS CLEANER-PE 50ML                                       ","LC001 LENS CLEANER-PET 20ML                                       (MOQ: 3000PCS, ONE COLOR LOGO INCLUDED)","1.04","1","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123673","0","","0","0","0","1","0.52","0",""
"128","LC017 LENS CLEANER SET-PE 50ML, MINI SCREWDRIVER, K1-220G-15*18 MICROFIBER                                       ","LC003 LENS CLEANER-PET 20ML                                       (MOQ: 3000PCS, ONE COLOR LOGO INCLUDED)","1.04","1","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123674","0","","0","0","0","1","0.52","0",""
"129","CD015 ORDINARY CORDS","","1.08","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123792","0","","0","0","0","1","0.54","0",""
"130","CS006 SPORTS CORDS","","1.08","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123800","0","","0","0","0","1","0.54","0",""
"131","CD008 ORDINARY CORDS","","1.12","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123790","0","","0","0","0","1","0.56","0",""
"132","CL002 LEATHER CORDS","","1.12","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123796","0","","0","0","0","1","0.56","0",""
"133","CS005 SPORTS CORDS","","1.12","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123661","0","","0","0","0","1","0.56","0",""
"134","LC019 LENS CLEANER SET-PET 30ML, MINI SCREWDRIVER, K1-220G-15*18 MICROFIBER                                       ","LC005 LENS CLEANER-PET 30ML                                       (MOQ: 3000PCS, ONE COLOR LOGO INCLUDED)","1.12","1","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123675","0","","0","0","0","1","0.56","0",""
"135","CT31308-1/-2","SCREWDRIVER(MIN:500PCS)","1.14","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124428","0","","0","0","0","1","0.57","0","pr-ct31308767.jpg"
"136","CT31341","MULTI SCREWDRIVER ","1.16","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124433","0","","0","0","0","1","0.58","0",""
"137","CT4619 OPHTHALMIC RULER(MOQ: 3,000PCS) 180*33*1.5MM","","1.18","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124042","0","","0","0","0","1","0.59","0","pr-ct4619-1567.jpg"
"138","CT7201H  NIDEK UNIVERSAL BLOCK","","1.2","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124565","0","","0","0","0","1","0.6","0","pr-ct7201h387.jpg"
"139","LC021 LENS CLEANER SET-PET 25ML,  ","LC007 LENS CLEANER-PET 50ML                                       (MOQ: 3000PCS, ONE COLOR LOGO INCLUDED)","1.2","1","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123676","0","","0","0","0","1","0.6","0",""
"140","CT31310-1/-2","SCREWDRIVER(MIN:500SET)","1.22","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124429","0","","0","0","0","1","0.61","0",""
"141","CM011 METAL CHAINS","","1.28","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123629","0","","0","0","0","1","0.64","0",""
"142","CT4613 OPHTHALMIC RULER(MOQ: 2,000PCS) 210*60*1.2MM","","1.28","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124039","0","","0","0","0","1","0.64","0","pr-ct4613560.jpg"
"143","CB006 PEAL CHAINS","","1.36","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123781","0","","0","0","0","1","0.68","0",""
"144","CT4612N MULTI -FUNCTION OPHTHALMIC RULER(MOQ: 2,000PCS) 170*60*2.5MM","","1.44","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124480","0","","0","0","0","1","0.72","0","pr-ct4612n559.jpg"
"145","CB001 PEAL CHAINS","","1.48","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123638","0","","0","0","0","1","0.74","0",""
"146","CB010 PEAL CHAINS","","1.48","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123642","0","","0","0","0","1","0.74","0",""
"147","CB014/ 016 PEAL CHAINS","","1.48","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123784","0","","0","0","0","1","0.74","0",""
"148","CM007 METAL CHAINS","","1.48","1","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123627","0","","0","0","0","1","0.74","0",""
"149","CM027 METAL CHAINS","","1.48","1","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123776","0","","0","0","0","1","0.74","0",""
"150","CT7201A/B/G   NIDEK SUCTION CUP","","1.5","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124125","0","","0","0","0","1","0.75","0","pr-ct7201a386.jpg"
"151","CT7202A/B/C/D/E/L   DIA SUCTION CUP & UNIVERSAL BLOCK","","1.5","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124126","0","","0","0","0","1","0.75","0","pr-ct7202a660.jpg"
"152","CT7203A/B/C/D/E   TOPCON SUCTION CUP & UNIVERSAL BLOCK","","1.5","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124566","0","","0","0","0","1","0.75","0","pr-ct7203a672.jpg"
"153","CT7204A/B/C ESSILOR SUCTION CUP & BLOCK","","1.5","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124127","0","","0","0","0","1","0.75","0","pr-ct7204a679.jpg"
"154","CT7205A/B//D/E BRIOT SUCTION CUP & BLOCK","","1.5","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124567","0","","0","0","0","1","0.75","0","pr-ct7205a683.jpg"
"155","CT7206A/B/F/G  WECO SUCTION CUP & UNIVERSAL BLOCK","","1.5","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124128","0","","0","0","0","1","0.75","0","pr-ct7206b689.jpg"
"156","CT7208A/B BRIOT UNIVERSAL BLOCK","","1.5","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124129","0","","0","0","0","1","0.75","0","pr-ct7208a396.jpg"
"157","CT7209A/B/C/D/E   GRAND SEIKO SUCTION CUP   & UNIVERSAL BLOCK","","1.5","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124569","0","","0","0","0","1","0.75","0","pr-ct7209a700.jpg"
"158","CT7210A/B/C/D/E   CORE SUCTION CUP   & UNIVERSAL BLOCK","","1.5","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124130","0","","0","0","0","1","0.75","0","pr-ct7201a386.jpg"
"159","CB020 PEAL CHAINS","","1.56","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123645","0","","0","0","0","1","0.78","0",""
"160","CM001 METAL CHAINS","","1.6","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123624","0","","0","0","0","1","0.8","0",""
"161","CT4639 NEAR VISUAL CHART (MOQ: 2,000PCS)  ","","1.6","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124489","0","","0","0","0","1","0.8","0",""
"162","CT4718N","PINHOLE OCCLUDER(MOQ: 3,000PCS)","1.6","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124505","0","","0","0","0","1","0.8","0",""
"163","CT8101A","THERMAL PAPER(57*50)","1.6","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124137","0","","0","0","0","1","0.8","0",""
"164","CB007 PEAL CHAINS","","1.64","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123641","0","","0","0","0","1","0.82","0",""
"165","CB011/ 012 PEAL CHAINS","","1.64","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123783","0","","0","0","0","1","0.82","0",""
"166","CB015 PEAL CHAINS","","1.64","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123644","0","","0","0","0","1","0.82","0",""
"167","CB023 PEAL CHAINS","","1.64","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123646","0","","0","0","0","1","0.82","0",""
"168","CM014 METAL CHAINS","","1.64","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123771","0","","0","0","0","1","0.82","0",""
"169","CT4632 OCCLUDER/CONTACT LENS BOARD(MOQ: 2,000PCS)   ","","1.64","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124044","0","","0","0","0","1","0.82","0",""
"170","CB005 PEAL CHAINS","","1.68","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123640","0","","0","0","0","1","0.84","0",""
"171","CB013 PEAL CHAINS","","1.68","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123643","0","","0","0","0","1","0.84","0",""
"172","CB017/ 018/ 019/ 021 PEAL CHAINS","","1.68","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123785","0","","0","0","0","1","0.84","0",""
"173","CS013 SPORTS CORDS","","1.68","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123663","0","","0","0","0","1","0.84","0",""
"174","CS018 SPORTS CORDS","","1.68","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123804","0","","0","0","0","1","0.84","0",""
"175","CT31340","MULTI SCREWDRIVER ","1.8","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123990","0","","0","0","0","1","0.9","0",""
"176","CT3807","FILE","1.8","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124443","0","","0","0","0","1","0.9","0",""
"177","CT8601","DRESSING STICK (80,120,180,240#)","1.8","2","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124140","0","","0","0","0","1","0.9","0",""
"178","CM003 METAL CHAINS","","1.84","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123625","0","","0","0","0","1","0.92","0",""
"179","CM013 METAL CHAINS","","1.84","2","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123630","0","","0","0","0","1","0.92","0",""
